cmd_seq,t_s,feedback_valid,error_code,segment_id,is_pulse,i_cmd_A,i_meas_A,torque_nm,position_rad,speed_rad_s,v_required_V,Vdc_V,voltage_saturated
412,0.412,1,0,5,0,0,0.00475817074873617,2.8549024492417e-05,7.38932115044913,-24.5954053230045,-0.148444096929836,12,0
413,0.413,1,0,5,0,0,0.00177483261423837,1.06489956854302e-05,7.36475320308797,-24.2025291161562,-0.14744669010162,12,0
414,0.414,1,0,5,0,0,0.00150085783717323,9.00514702303937e-06,7.34070846021743,-24.3192429301141,-0.146450945618117,12,0
415,0.415,1,0,5,0,0,-0.0034652422059984,-2.07914532359904e-05,7.31639831103976,-24.190578024184,-0.145456860708753,12,0
416,0.416,1,0,5,0,0,0.00216389904699021,1.29833942819413e-05,7.29267057703486,-23.9160185413338,-0.144464432607572,12,0
417,0.417,1,0,5,0,0,-0.00222076500476212,-1.33245900285727e-05,7.26869378758335,-23.7922405669573,-0.143473658553226,12,0
418,0.418,1,0,5,0,0,-0.00105784517063873,-6.34707102383236e-06,7.24522959574317,-23.4741027918257,-0.142484535788971,12,0
419,0.419,1,0,5,0,0,-0.000239688045473131,-1.43812827283878e-06,7.22182476101519,-23.5540073585077,-0.141497061562656,12,0
420,0.42,1,0,6,1,0.25,0.121899146296166,0.000731394877776993,7.19916899791048,-22.5228925355974,0.351488766873282,12,0
421,0.421,1,0,6,1,0.25,0.180855459120438,0.00108513275472263,7.17754970111412,-21.6473072206914,0.590072952261827,12,0
422,0.422,1,0,6,1,0.25,0.209385527830535,0.00125631316698321,7.15729240342297,-20.303374936111,0.71344949734139,12,0
423,0.423,1,0,6,1,0.25,0.224338630655632,0.00134603178393379,7.13808759499929,-19.0360356596523,0.779215414845821,12,0
424,0.424,1,0,6,1,0.25,0.235874511552991,0.00141524706931794,7.12025690086263,-17.7746019850355,0.816169222487745,12,0
425,0.425,1,0,6,1,0.25,0.237634230163586,0.00142580538098152,7.10389603361173,-16.3324816164523,0.838710190450265,12,0
426,0.426,1,0,6,1,0.25,0.236328785000058,0.00141797271000035,7.08862298668747,-14.9400585563775,0.854037965132848,12,0
427,0.427,1,0,6,1,0.25,0.238384443851706,0.00143030666311023,7.07514993908529,-13.7148820128807,0.865752381024293,12,0
428,0.428,1,0,6,1,0.25,0.238386279536814,0.00143031767722088,7.06249320534027,-12.3726423510485,0.875653366639253,12,0
429,0.429,1,0,6,1,0.25,0.238026032672922,0.00142815619603753,7.05162379566434,-11.0500741738607,0.884640897486521,12,0
430,0.43,1,0,6,1,0.25,0.240328194208989,0.00144196916525393,7.04168819485124,-9.63456218430394,0.89316497255321,12,0
431,0.431,1,0,6,1,0.25,0.238721501684103,0.00143232901010462,7.03341899815425,-8.38599901279452,0.901450602546871,12,0
432,0.432,1,0,6,1,0.25,0.240536035964975,0.00144321621578985,7.02634460408375,-6.83487720015998,0.909610304016585,12,0
433,0.433,1,0,6,1,0.25,0.240909566313197,0.00144545739787918,7.02073700519576,-5.9443282266526,0.917700346413536,12,0
434,0.434,1,0,6,1,0.25,0.241510994242466,0.0014490659654548,7.01630017605478,-4.29572500713601,0.925748875621336,12,0
435,0.435,1,0,6,1,0.25,0.237556969590385,0.00142534181754231,7.01329338228958,-3.15630508917196,0.933769975721026,12,0
436,0.436,1,0,6,1,0.25,0.236688681630225,0.00142013208978135,7.01158771173833,-1.64922436159564,0.941770699835912,12,0
437,0.437,1,0,6,1,0.25,0.239444176698539,0.00143666506019123,7.0112368628863,-0.497073814579264,0.949754577778442,12,0
438,0.438,1,0,6,1,0.25,0.24073574283773,0.00144441445702638,7.01204160161915,0.864751778747454,0.957721782407912,12,0
439,0.439,1,0,6,1,0.25,0.238759857301354,0.00143255914380812,7.01399593616862,2.04110432903908,0.965406737328392,12,0
440,0.44,1,0,6,1,0.25,0.238614468626145,0.00143168681175687,7.01707698604814,3.04544455956611,0.971887862493467,12,0
441,0.441,1,0,6,1,0.25,0.238450520367189,0.00143070312220313,7.02124207875425,4.22595752382436,0.978318810268564,12,0
442,0.442,1,0,6,1,0.25,0.239234318820399,0.00143540591292239,7.02649939075212,5.24907214115803,0.98473839585997,12,0
443,0.443,1,0,6,1,0.25,0.243879941800425,0.00146327965080255,7.03289662453853,6.16446868766979,0.991147220049049,12,0
444,0.444,1,0,6,1,0.25,0.241469137464807,0.00144881482478884,7.04027713145191,7.36785019856767,0.997545335389909,12,0
445,0.445,1,0,6,1,0.25,0.239596812631604,0.00143758087578963,7.0485161758419,8.27345226499595,1.00393277351736,12,0
446,0.446,1,0,6,1,0.25,0.242076127814872,0.00145245676688923,7.05769662866026,9.42274150224193,1.01030955907138,12,0
447,0.447,1,0,6,1,0.25,0.240073211509789,0.00144043926905873,7.06847590726749,10.5122627599382,1.01667571322786,12,0
448,0.448,1,0,6,1,0.25,0.240127961596131,0.00144076776957679,7.07982761480252,11.5005048321988,1.02303125541662,12,0
449,0.449,1,0,6,1,0.25,0.239546786173341,0.00143728071704005,7.09273701061452,12.5817683311975,1.02937620417966,12,0
450,0.45,1,0,6,1,0.25,0.23989046324365,0.0014393427794619,7.10634867231439,13.5445308076776,1.03571057760039,12,0
451,0.451,1,0,6,1,0.25,0.244623712444127,0.00146774227466476,7.12095814671204,14.7571258798021,1.04203439351824,12,0
452,0.452,1,0,6,1,0.25,0.24110423264888,0.00144662539589328,7.13687493831524,15.8014776341537,1.04834766963597,12,0
453,0.453,1,0,6,1,0.25,0.242643143695997,0.00145585886217598,7.15355429384735,16.7183155778423,1.05465042357338,12,0
454,0.454,1,0,6,1,0.25,0.238138540326826,0.00142883124196095,7.17144462918642,17.8949247856478,1.06094267289415,12,0
455,0.455,1,0,6,1,0.25,0.24002034632291,0.00144012207793746,7.19029070532227,18.8116106624695,1.06722443511936,12,0
456,0.456,1,0,6,1,0.25,0.239062217899264,0.00143437330739558,7.21039294117044,19.9720934005459,1.07349572773418,12,0
457,0.457,1,0,6,1,0.25,0.237128024693973,0.00142276814816384,7.23132029949788,20.949442246116,1.07975656819129,12,0
458,0.458,1,0,6,1,0.25,0.239432717600286,0.00143659630560171,7.25335100029253,21.9681435677295,1.08600697391265,12,0
459,0.459,1,0,6,1,0.25,0.23849667431293,0.00143098004587758,7.27640046765572,23.0944508312772,1.09224696229029,12,0
460,0.46,1,0,6,1,0.25,0.238580624773455,0.00143148374864073,7.30059438559498,24.1118440683593,1.09847655068689,12,0
461,0.461,1,0,6,1,0.25,0.241455714602174,0.00144873428761304,7.32550556657818,25.1420293441648,1.10469575643596,12,0
462,0.462,1,0,6,1,0.25,0.241246869984752,0.00144748121990851,7.35195543502875,26.0886251158094,1.110904596842,12,0
463,0.463,1,0,6,1,0.25,0.241524486619888,0.00144914691971933,7.37899668021095,27.3566523210539,1.11710308918065,12,0
464,0.464,1,0,6,1,0.25,0.235402069695616,0.0014124124181737,7.4072500131457,28.1842997484121,1.12329125069871,12,0
465,0.465,1,0,6,1,0.25,0.237338526039777,0.00142403115623866,7.43636321900662,29.3220249287963,1.12946909861423,12,0
466,0.466,1,0,6,1,0.25,0.235974658637783,0.0014158479518267,7.46691738635972,30.204954586323,1.13563665011654,12,0
467,0.467,1,0,6,1,0.25,0.238235332018979,0.00142941199211387,7.49835194955033,31.37628244444,1.14179392236635,12,0
468,0.468,1,0,6,1,0.25,0.236964745166446,0.00142178847099868,7.53052657821547,32.4498072192099,1.14794093249574,12,0
469,0.469,1,0,6,1,0.25,0.241163378743216,0.00144698027245929,7.56383600170498,33.3405160613107,1.15407769760825,12,0
470,0.47,1,0,6,1,0.25,0.242494659679022,0.00145496795807413,7.59834984622038,34.3718215664728,1.1602042347789,12,0
471,0.471,1,0,6,1,0.25,0.236798923547075,0.00142079354128245,7.63345542864941,35.2585735566351,1.16632056105427,12,0
472,0.472,1,0,6,1,0.25,0.239198112997933,0.0014351886779876,7.67013412148829,36.4027046340983,1.17242669345251,12,0
473,0.473,1,0,6,1,0.25,0.243954486121531,0.00146372691672919,7.70756698954421,37.601018042451,1.17852264896343,12,0
474,0.474,1,0,6,1,0.25,0.240257282856622,0.00144154369713973,7.7459593054547,38.4642096466103,1.18460844454849,12,0
475,0.475,1,0,6,1,0.25,0.239667588908876,0.00143800553345326,7.78568825840506,39.4122535079523,1.19068409714091,12,0
476,0.476,1,0,6,1,0.25,0.239705556871074,0.00143823334122644,7.82591937974475,40.5487210015402,1.19674962364567,12,0
477,0.477,1,0,6,1,0.25,0.237894410541313,0.00142736646324788,7.86745272916605,41.4864404449701,1.2028050409396,12,0
478,0.478,1,0,6,1,0.25,0.240593888274383,0.0014435633296463,7.90982284855293,42.370293054059,1.20885036587136,12,0
479,0.479,1,0,6,1,0.25,0.240866903787407,0.00144520142272444,7.95352045208658,43.4387827080232,1.21488561526158,12,0
480,0.48,1,0,6,1,0.25,0.240131249793956,0.00144078749876373,7.99775088523811,44.3802810435614,1.22091080590281,12,0
481,0.481,1,0,6,1,0.25,0.243053798834822,0.00145832279300893,8.04337917000851,45.6403133572608,1.22692595455964,12,0
482,0.482,1,0,6,1,0.25,0.236647780505719,0.00141988668303432,8.08975328525794,46.4515501620004,1.23293107796871,12,0
483,0.483,1,0,6,1,0.25,0.240752397499318,0.00144451438499591,8.13722482204393,47.4850659361504,1.23892619283876,12,0
484,0.484,1,0,6,1,0.25,0.245833323988114,0.00147499994392869,8.18555558427019,48.5485364037822,1.24491131585069,12,0
485,0.485,1,0,6,1,0.25,0.238165204223966,0.00142899122534379,8.23528598788553,49.5020920546033,1.25088646365761,12,0
486,0.486,1,0,6,1,0.25,0.239984247090302,0.00143990548254181,8.28568029582193,50.3959288789698,1.25685165288485,12,0
487,0.487,1,0,6,1,0.25,0.240701501753954,0.00144420901052372,8.33723166570308,51.3678641874767,1.26280690013004,12,0
488,0.488,1,0,6,1,0.25,0.238330429230809,0.00142998257538485,8.3897242602867,52.4054126851524,1.26875222196315,12,0
489,0.489,1,0,6,1,0.25,0.245850255481307,0.00147510153288784,8.44289972803104,53.4875470578581,1.27468763492655,12,0
490,0.49,1,0,6,1,0.25,0.239961435477797,0.00143976861286678,8.49760976680333,54.4321195190469,1.280613155535,12,0
491,0.491,1,0,6,1,0.25,0.239942529079253,0.00143965517447552,8.55282679337696,55.3877007088014,1.28652880027578,12,0
492,0.492,1,0,6,1,0.25,0.242639228967053,0.00145583537380232,8.6093689047392,56.3625898058374,1.29243458560865,12,0
493,0.493,1,0,6,1,0.25,0.237877544795141,0.00142726526877085,8.66677150435346,57.3015093575722,1.29833052796597,12,0
494,0.494,1,0,6,1,0.25,0.243955208212472,0.00146373124927483,8.72508101495538,58.2639974662661,1.3042166437527,12,0
495,0.495,1,0,6,1,0.25,0.237452237365193,0.00142471342419116,8.78426207128255,59.3768085686271,1.31009294934644,12,0
496,0.496,1,0,6,1,0.25,0.239148651420281,0.00143489190852169,8.84451010331614,60.3758416739536,1.31595946109753,12,0
497,0.497,1,0,6,1,0.25,0.239934995374822,0.00143960997224893,8.90592401773283,61.2778726009488,1.32181619532903,12,0
498,0.498,1,0,6,1,0.25,0.239845697196157,0.00143907418317694,8.96800425772977,62.2982955599609,1.32766316833682,12,0
499,0.499,1,0,6,1,0.25,0.238391115288656,0.00143034669173193,9.03144502742769,63.2062694426144,1.33350039638959,12,0
500,0.5,1,0,7,0,0,0.119314935007269,0.000715889610043613,9.09519231505927,63.5280146987411,0.847327895728942,12,0
501,0.501,1,0,7,0,0,0.0588955935768403,0.000353373561461042,9.15865111450406,63.7399046680298,0.615545682569394,12,0
502,0.502,1,0,7,0,0,0.0339941287339944,0.000203964772403966,9.22234426101087,63.7518620365535,0.498959773098445,12,0
503,0.503,1,0,7,0,0,0.0179883523276048,0.000107930113965629,9.28564876640189,63.3726412138605,0.439973173476614,12,0
504,0.504,1,0,7,0,0,0.00768528079456792,4.61116847674076e-05,9.34912163525895,63.2835798012469,0.409787384854153,12,0
505,0.505,1,0,7,0,0,0.00724542900645164,4.34725740387098e-05,9.41188173407721,63.0837688157985,0.394003155879396,12,0
506,0.506,1,0,7,0,0,0.0039231056652513,2.35386339915078e-05,9.47469419812135,62.8508249303345,0.38542085895293,12,0
507,0.507,1,0,7,0,0,0.000342381866770023,2.05429120062014e-06,9.53717663238482,62.6388026806406,0.380440678354676,12,0
508,0.508,1,0,7,0,0,4.3190635540706e-05,2.59143813244236e-07,9.59960225746127,62.467486195384,0.377262704307418,12,0
509,0.509,1,0,7,0,0,-0.00316172166571878,-1.89703299943127e-05,9.66164753593659,62.0011601406863,0.374986980008572,12,0
510,0.51,1,0,7,0,0,0.0027624106631284,1.65744639787704e-05,9.72376591881321,62.032642782842,0.373163525146058,12,0
511,0.511,1,0,7,0,0,0.00240996775673325,1.44598065403995e-05,9.78535618749744,61.6417818807532,0.371567347656231,12,0
512,0.512,1,0,7,0,0,0.000263382919677993,1.58029751806796e-06,9.84663840507555,61.4769657398442,0.370085949602846,12,0
513,0.513,1,0,7,0,0,0.000689643953820833,4.137863722925e-06,9.9079981119818,61.2406260958953,0.368663080116528,12,0
514,0.514,1,0,7,0,0,0.00100795732075872,6.04774392455235e-06,9.96893189534777,61.0461628315567,0.367270611864511,12,0
515,0.515,1,0,7,0,0,0.00242835448590598,1.45701269154359e-05,10.0295724742604,60.8017317440826,0.365894479285492,12,0
516,0.516,1,0,7,0,0,-0.000217581966155935,-1.30549179693561e-06,10.0905485951142,60.6032207682727,0.364527647707061,12,0
517,0.517,1,0,7,0,0,0.000537189335909236,3.22313601545541e-06,10.1505514993182,60.2037062265943,0.363166597904405,12,0
518,0.518,1,0,7,0,0,-0.00427729117025821,-2.56637470215493e-05,10.2105825887999,59.9313288734993,0.361809568379658,12,0
519,0.519,1,0,7,0,0,-0.0013744352158828,-8.24661129529679e-06,10.270451014373,59.8394369955851,0.360455676501573,12,0
520,0.52,1,0,7,0,0,0.000141967182320991,8.51803093925946e-07,10.3300303058363,59.6634763860663,0.359104479075344,12,0
521,0.521,1,0,7,0,0,-0.00242118996949204,-1.45271398169523e-05,10.3895304516572,59.5001284130058,0.357755752627522,12,0
522,0.522,1,0,7,0,0,-0.00156809159067502,-9.40854954405015e-06,10.4486389587243,59.25597758604,0.356409383548461,12,0
523,0.523,1,0,7,0,0,-0.000626429872657563,-3.75857923594538e-06,10.5075532495494,58.8613974696225,0.355065313163539,12,0
524,0.524,1,0,7,0,0,0.0013136035325245,7.88162119514698e-06,10.5663669410776,58.7582303134885,0.353723510268763,12,0
525,0.525,1,0,7,0,0,-0.00126725824976706,-7.60354949860234e-06,10.6247506585954,58.5173307255845,0.352383957398563,12,0
526,0.526,1,0,7,0,0,0.00238750703322952,1.43250421993771e-05,10.6831845651326,58.2020386137258,0.35104664395969,12,0
527,0.527,1,0,7,0,0,0.00295989948869568,1.77593969321741e-05,10.7411893468549,58.0588196393331,0.349711562798152,12,0
528,0.528,1,0,7,0,0,0.000933286371578312,5.59971822946987e-06,10.7991397744719,57.9119468626528,0.348378708482686,12,0
529,0.529,1,0,7,0,0,0.00228359601637563,1.37015760982538e-05,10.8565520471734,57.5786078922698,0.347048076446481,12,0
530,0.53,1,0,7,0,0,-0.0039395002516321,-2.36370015097926e-05,10.9140864993333,57.5170964950106,0.345719662558036,12,0
531,0.531,1,0,7,0,0,-0.00266435862011451,-1.59861517206871e-05,10.9714291640349,57.0890924810897,0.344393462906589,12,0
532,0.532,1,0,7,0,0,0.00222798419890203,1.33679051934122e-05,11.0281343033751,56.811463676018,0.343069473694819,12,0
533,0.533,1,0,7,0,0,0.00432482590931668,2.59489554559001e-05,11.0848772813813,56.7109241604726,0.341747691185199,12,0
534,0.534,1,0,7,0,0,-0.00189884399321912,-1.13930639593147e-05,11.1415115941822,56.6144546397147,0.340428111673159,12,0
535,0.535,1,0,7,0,0,0.00294032671923676,1.76419603154206e-05,11.1974511464425,56.3327322948719,0.339110731473671,12,0
536,0.536,1,0,7,0,0,-0.00387292090165142,-2.32375254099085e-05,11.2539204803876,56.1806945261989,0.337795546914532,12,0
537,0.537,1,0,7,0,0,-0.00285066294139378,-1.71039776483627e-05,11.309717399344,55.7358870904654,0.336482554333,12,0
538,0.538,1,0,7,0,0,-0.00348922966906824,-2.09353780144094e-05,11.3654029231239,55.5047094292533,0.335171750074108,12,0
539,0.539,1,0,7,0,0,-0.00126514945748005,-7.59089674488029e-06,11.4207815230858,55.3349919971026,0.333863130489815,12,0
540,0.54,1,0,7,0,0,-0.000509569668422561,-3.05741801053536e-06,11.4759735345073,55.1196100597581,0.332556691938581,12,0
541,0.541,1,0,7,0,0,0.00269304185710395,1.61582511426237e-05,11.5308320566388,54.9715955490884,0.331252430785142,12,0
542,0.542,1,0,7,0,0,-0.000688413266457468,-4.13047959874481e-06,11.5855664007197,54.9511750566053,0.329950343400395,12,0
543,0.543,1,0,7,0,0,-0.0031802615309173,-1.90815691855038e-05,11.6402165157497,54.6081283122247,0.328650426161342,12,0
544,0.544,1,0,7,0,0,-0.000588884355515792,-3.53330613309476e-06,11.6945268900898,54.2687685412141,0.327352675451047,12,0
545,0.545,1,0,7,0,0,-0.00263416706138754,-1.58050023683252e-05,11.7488137140714,54.2174419307313,0.326057087658616,12,0
546,0.546,1,0,7,0,0,-0.0015754755697046,-9.45285341822757e-06,11.8026441077155,53.9335657910151,0.324763659179178,12,0
547,0.547,1,0,7,0,0,-0.000538706524403959,-3.23223914642375e-06,11.8564374856756,53.6062959006641,0.323472386413877,12,0
548,0.548,1,0,7,0,0,9.00009592660831e-05,5.40005755596498e-07,11.9097439145565,53.4120697214812,0.322183265769852,12,0
549,0.549,1,0,7,0,0,-0.00214541330486271,-1.28724798291763e-05,11.9630942975659,53.2857699411577,0.320896293660235,12,0
550,0.55,1,0,7,0,0,-0.000288788881385905,-1.73273328831543e-06,12.0162030357425,52.9270623325272,0.319611466504134,12,0
551,0.551,1,0,7,0,0,-0.002916270216417,-1.7497621298502e-05,12.069053444447,52.7661956678191,0.318328780726627,12,0
552,0.552,1,0,7,0,0,0.000605810496570169,3.63486297942101e-06,12.1216331804739,52.5989469825269,0.317048232758749,12,0
553,0.553,1,0,7,0,0,-0.000796442693863437,-4.77865616318062e-06,12.1740866543602,52.4296419979451,0.315769819037484,12,0
554,0.554,1,0,7,0,0,-0.00417477864113517,-2.50486718468111e-05,12.226240112829,52.2891756388433,0.314493536005755,12,0
555,0.555,1,0,7,0,0,-8.27123467781578e-06,-4.96274080668947e-08,12.2783780540027,51.8997826764848,0.313219380112412,12,0
556,0.556,1,0,7,0,0,-0.00192784546264298,-1.15670727758579e-05,12.3300850731561,51.9548523556216,0.311947347812225,12,0
557,0.557,1,0,7,0,0,-0.00251759531933381,-1.51055719160028e-05,12.381565696369,51.5406258514069,0.310677435565871,12,0
558,0.558,1,0,7,0,0,-0.00201567974464924,-1.20940784678955e-05,12.4329697526527,51.3377535234395,0.309409639839928,12,0
559,0.559,1,0,7,0,0,0.00216500736246979,1.29900441748187e-05,12.4838482763645,51.0906005029071,0.308143957106861,12,0
560,0.56,1,0,7,0,0,-0.0011057721459708,-6.63463287582481e-06,12.5349342494557,50.883512782829,0.306880383845017,12,0
561,0.561,1,0,7,0,0,0.002675694065118,1.6054164390708e-05,12.5859648225166,50.6872688799255,0.305618916538608,12,0
562,0.562,1,0,7,0,0,-0.00103369937698553,-6.20219626191319e-06,12.6362762418856,50.5024077930394,0.304359551677711,12,0
563,0.563,1,0,7,0,0,-0.000930285016766341,-5.58171010059805e-06,12.6865323293867,50.3930042113872,0.303102285758248,12,0
564,0.564,1,0,7,0,0,0.00119949292664372,7.1969575598623e-06,12.736837786706,50.0480064401133,0.301847115281984,12,0
565,0.565,1,0,7,0,0,0.000350450580608712,2.10270348365227e-06,12.7865973619721,49.8374841826677,0.300594036756514,12,0
566,0.566,1,0,7,0,0,0.00242516226642007,1.45509735985204e-05,12.836378135042,49.7674742695049,0.299343046695253,12,0
567,0.567,1,0,7,0,0,-0.00290558119276731,-1.74334871566039e-05,12.8856476850263,49.5178105260284,0.298094141617428,12,0
568,0.568,1,0,7,0,0,0.00252516350899795,1.51509810539877e-05,12.9349924729324,49.1444777069275,0.296847318048065,12,0
569,0.569,1,0,7,0,0,0.00183215981580081,1.09929588948049e-05,12.9840393752907,49.0746114894459,0.295602572517985,12,0
570,0.57,1,0,7,0,0,-0.00152770495523217,-9.16622973139302e-06,13.0328254701685,48.8751296672996,0.294359901563789,12,0
571,0.571,1,0,7,0,0,-0.000411415058409646,-2.46849035045788e-06,13.081442797652,48.6052784106035,0.293119301727849,12,0
572,0.572,1,0,7,0,0,0.00123928773508319,7.43572641049915e-06,13.1301020507689,48.4068427881515,0.291880769558303,12,0
573,0.573,1,0,7,0,0,-0.00119709354472041,-7.18256126832245e-06,13.1783218118433,48.2069406646634,0.290644301609039,12,0
574,0.574,1,0,7,0,0,0.00325144796946112,1.95086878167667e-05,13.2263061940034,47.9330783877569,0.28940989443969,12,0
575,0.575,1,0,7,0,0,0.000987125358744098,5.92275215246459e-06,13.2740621338072,47.8271715774318,0.288177544615624,12,0
576,0.576,1,0,7,0,0,0.000726810671657836,4.36086402994701e-06,13.3217806696937,47.5260500130959,0.286947248707932,12,0
577,0.577,1,0,7,0,0,-0.00042974567718813,-2.57847406312878e-06,13.3691095900653,47.405581505076,0.285719003293418,12,0
578,0.578,1,0,7,0,0,5.94736307330451e-05,3.56841784398271e-07,13.4162226685353,47.2079436366106,0.284492804954596,12,0
579,0.579,1,0,7,0,0,-0.00138552787634358,-8.31316725806146e-06,13.4634547140656,47.0221283084651,0.283268650279672,12,0
580,0.58,1,0,8,1,-0.25,-0.120378961268673,-0.00072227376761204,13.5096826995244,46.3030932165939,-0.209953464137461,12,0
581,0.581,1,0,8,1,-0.25,-0.178423562786414,-0.00107054137671849,13.5548087509753,44.9374578854584,-0.448773541697232,12,0
582,0.582,1,0,8,1,-0.25,-0.208504907616921,-0.00125102944570153,13.5983451063625,43.8260056605219,-0.572385585794403,12,0
583,0.583,1,0,8,1,-0.25,-0.226949747384071,-0.00136169848430443,13.640984063462,42.5919003038556,-0.638386609818079,12,0
584,0.584,1,0,8,1,-0.25,-0.23440220948937,-0.00140641325693622,13.6820287696655,41.1471620281081,-0.675575132135049,12,0
585,0.585,1,0,8,1,-0.25,-0.239444029528353,-0.00143666417717012,13.7218475084306,39.7506674949083,-0.698350423581491,12,0
586,0.586,1,0,8,1,-0.25,-0.238486640649555,-0.00143091984389733,13.7604221178362,38.2992238859041,-0.713912131208855,12,0
587,0.587,1,0,8,1,-0.25,-0.236163708176643,-0.00141698224905986,13.7974121335079,36.9751631298342,-0.72586009015684,12,0
588,0.588,1,0,8,1,-0.25,-0.240769985082747,-0.00144461991049648,13.8328610106103,35.7889308060931,-0.735994229589912,12,0
589,0.589,1,0,8,1,-0.25,-0.239919396336567,-0.0014395163780194,13.8673972546089,34.2369506137373,-0.745214525665596,12,0
590,0.59,1,0,8,1,-0.25,-0.239836664046875,-0.00143901998428125,13.9003061628101,32.8996669881333,-0.753970978018653,12,0
591,0.591,1,0,8,1,-0.25,-0.237592140007711,-0.00142555284004626,13.9318893926459,31.5252703211967,-0.762488598003205,12,0
592,0.592,1,0,8,1,-0.25,-0.241709111805547,-0.00145025467083328,13.9616334472249,30.1808090391779,-0.770879902813825,12,0
593,0.593,1,0,8,1,-0.25,-0.244606827588341,-0.00146764096553005,13.9905723966253,28.7464992038027,-0.779201162546114,12,0
594,0.594,1,0,8,1,-0.25,-0.239960064389146,-0.00143976038633488,14.0178386659987,27.3467370951493,-0.787480523727027,12,0
595,0.595,1,0,8,1,-0.25,-0.241297604748246,-0.00144778562848948,14.0439659779917,26.0641765122754,-0.79573207108006,12,0
596,0.596,1,0,8,1,-0.25,-0.242318369182354,-0.00145391021509413,14.0687202184349,24.6083572273404,-0.803962858407883,12,0
597,0.597,1,0,8,1,-0.25,-0.237917924885711,-0.00142750754931427,14.091849446559,23.1360234522803,-0.812176424033681,12,0
598,0.598,1,0,8,1,-0.25,-0.238892647509094,-0.00143335588505456,14.1138622876183,22.0482383659528,-0.820374548521863,12,0
599,0.599,1,0,8,1,-0.25,-0.2418486513052,-0.0014510919078312,14.1343567475929,20.7082424857471,-0.828558133538446,12,0
600,0.6,1,0,8,1,-0.25,-0.239884224937692,-0.00143930534962615,14.1535544155438,19.1782962511924,-0.836727641281275,12,0
601,0.601,1,0,8,1,-0.25,-0.239196358194879,-0.00143517814916927,14.1715891349955,17.8885098641836,-0.84488331419517,12,0
602,0.602,1,0,8,1,-0.25,-0.234946882011661,-0.00140968129206996,14.187763321496,16.5568163955003,-0.853025284829526,12,0
603,0.603,1,0,8,1,-0.25,-0.243110735637688,-0.00145866441382613,14.2029105493164,15.0954684704418,-0.861153630767151,12,0
604,0.604,1,0,8,1,-0.25,-0.238846731249385,-0.00143308038749631,14.2168290970841,13.7235084017309,-0.869268402088709,12,0
605,0.605,1,0,8,1,-0.25,-0.239175374863375,-0.00143505224918025,14.2290591172492,12.2963853531334,-0.87736963510498,12,0
606,0.606,1,0,8,1,-0.25,-0.236268572016651,-0.0014176114320999,14.2400997560414,11.1499733019956,-0.885457359223014,12,0
607,0.607,1,0,8,1,-0.25,-0.239554540550291,-0.00143732724330175,14.2499432239282,9.91081592075929,-0.893531600379247,12,0
608,0.608,1,0,8,1,-0.25,-0.241986161056486,-0.00145191696633892,14.2583331755562,8.38563696168328,-0.901592382756084,12,0
609,0.609,1,0,8,1,-0.25,-0.239385902333433,-0.0014363154140006,14.2653835416356,7.12135611066293,-0.909639729640225,12,0
610,0.61,1,0,8,1,-0.25,-0.240856083505915,-0.00144513650103549,14.271043068574,5.71051184222644,-0.917673663851859,12,0
611,0.611,1,0,8,1,-0.25,-0.237631202938627,-0.00142578721763176,14.2756135013907,4.37656818231254,-0.925694207959288,12,0
612,0.612,1,0,8,1,-0.25,-0.241968975545059,-0.00145181385327035,14.2785462994955,2.94049322565217,-0.933701384386106,12,0
613,0.613,1,0,8,1,-0.25,-0.241580931068858,-0.00144948558641315,14.2802291796514,1.73648796148281,-0.941695215429128,12,0
614,0.614,1,0,8,1,-0.25,-0.238264429608338,-0.00142958657765003,14.2807622247807,0.354972158409581,-0.949675715908529,12,0
615,0.615,1,0,8,1,-0.25,-0.241570532360289,-0.00144942319416174,14.2799622221775,-0.824332085288277,-0.957641386819304,12,0
616,0.616,1,0,8,1,-0.25,-0.238809296510109,-0.00143285577906065,14.2779181049088,-1.80004158100921,-0.965337507939269,12,0
617,0.617,1,0,8,1,-0.25,-0.239100524824818,-0.00143460314894891,14.2750349583855,-3.00649562110384,-0.9718201577879,12,0
618,0.618,1,0,8,1,-0.25,-0.239453318619864,-0.00143671991171918,14.2706006332377,-4.14392632280699,-0.978251024602033,12,0
619,0.619,1,0,8,1,-0.25,-0.237027106738756,-0.00142216264043254,14.2654834442825,-5.19546810855338,-0.984670614024609,12,0
620,0.62,1,0,8,1,-0.25,-0.240465714544732,-0.00144279428726839,14.2592888779975,-6.14819652803632,-0.991079496442934,12,0
621,0.621,1,0,8,1,-0.25,-0.244611361958273,-0.00146766817174964,14.2520911182802,-7.29268193694208,-0.997477697283911,12,0
622,0.622,1,0,8,1,-0.25,-0.241739858077384,-0.0014504391484643,14.2434890262679,-8.34500212168145,-1.00386523445523,12,0
623,0.623,1,0,8,1,-0.25,-0.240456720278319,-0.00144274032166992,14.234251496232,-9.49611677650796,-1.01024212573119,12,0
624,0.624,1,0,8,1,-0.25,-0.24265135116097,-0.00145590810696582,14.2234762572413,-10.4933987974706,-1.016608388855,12,0
625,0.625,1,0,8,1,-0.25,-0.239347146195139,-0.00143608287717084,14.2120403635356,-11.6575550584674,-1.02296404154025,12,0
